name,year,domestic_box_office,international_box_office,worldwide_box_office,opening_weekend,legs,production_budget,theater_counts,mpaa_rating,running_time,genre,production_method,creative_type,production_companies,synopsis,link,tconst,poster_path,similar_movies,bb_profit,bb_profit_multiple,bb_profit_score,bb_profit_multiple_score,bb_score
"Monsters, Inc.",2001,289423425,270334294.0,559757719.0,62577067.0,3.78,115000000.0,12.4,G,92.0,Adventure,Digital Animation,Kids Fiction,Walt Disney Pictures,,https://www.the-numbers.com/movie/Monsters-Inc#tab=summary,tt0198781,https://image.tmdb.org/t/p/w300_and_h450_bestv2//sgheSKxZkttIe8ONsf2sWXPgip3.jpg,"[{'name': 'Monsters University', 'link': 'Monsters University^2013', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//y7thwJ7z5Bplv6vwl6RI0yteaDD.jpg'}, {'name': 'Mary Poppins Returns', 'link': 'Mary Poppins Returns^2018', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//uTVGku4LibMGyKgQvjBtv3OYfAX.jpg'}, {'name': 'Toy Story', 'link': 'Toy Story^1995', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg'}, {'name': 'Aladdin', 'link': 'Aladdin^2019', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//3iYQTLGoy7QnjcUYRJy4YrAgGvp.jpg'}, {'name': 'Christopher Robin', 'link': 'Christopher Robin^2018', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//fQYgljzKgkeGEukezaJsMWp7oq1.jpg'}]",444757719.0,1.0,17.42985013766915,100.0,42.200895096368406
Home Alone,1990,285761243,190923432.0,476684675.0,17081997.0,3.78,15000000.0,22.1,PG,103.0,Comedy,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Home-Alone#tab=summary,tt0099785,https://image.tmdb.org/t/p/w300_and_h450_bestv2//tucPXepVvatN83KXZy6vPWN8EAQ.jpg,"[{'name': 'Home Alone 2: Lost in New York', 'link': 'Home Alone 2: Lost in New York^1992', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//uuitWHpJwxD1wruFl2nZHIb4UGN.jpg'}, {'name': 'The Santa Clause', 'link': 'The Santa Clause^1994', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//vFICXiQdnugVYPz7vf3Us7Gx8q5.jpg'}, {'name': 'How the Grinch Stole Christmas', 'link': 'How the Grinch Stole Christmas^2000', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//qYYIxgm9qxz1Fvu6mA6gKs9iLZC.jpg'}, {'name': 'The Santa Clause 2', 'link': 'The Santa Clause 2^2002', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//g8snUzCS8JhRAzAxZUCAktEGU7d.jpg'}, {'name': 'Batman Returns', 'link': 'Batman Returns^1992', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//jKBjeXM7iBBV9UkUcOXx3m7FSHY.jpg'}]",461684675.0,1.0,18.09320974620001,100.0,42.66524682234001
The Hunger Games: Mockingjay - Part 2,2015,281723902,367262885.0,648986787.0,102665981.0,3.78,160000000.0,6.1,PG-13,136.0,Thriller/Suspense,Live Action,Science Fiction,Lionsgate,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends xc3xa2xc2x80xc2x93 including Gale, Finnick and Peetaxc3xa2xc2x80xc2x93Katniss goes off on a mission with the unit from District 13 as they risk their lives to liberate the citizens of Panem, and stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",https://www.the-numbers.com/movie/Hunger-Games-Mockingjay-Part-2-The#tab=summary,tt1951266,https://image.tmdb.org/t/p/w300_and_h450_bestv2//lImKHDfExAulp16grYm8zD5eONE.jpg,"[{'name': 'Divergent', 'link': 'Divergent^2014', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//lmIh6aeCQXA4sLt58l6qB1o54BE.jpg'}, {'name': 'The Hunger Games: Mockingjay - Part 1', 'link': 'The Hunger Games: Mockingjay - Part 1^2014', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//4FAA18ZIja70d1Tu5hr5cj2q1sB.jpg'}, {'name': 'Maze Runner: The Scorch Trials', 'link': 'Maze Runner: The Scorch Trials^2015', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//mYw7ZyejqSCPFlrT2jHZOESZDU3.jpg'}, {'name': 'The Maze Runner', 'link': 'The Maze Runner^2014', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//ode14q7WtDugFDp78fo9lCsmay9.jpg'}, {'name': 'Ready Player One', 'link': 'Ready Player One^2018', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg'}]",488986787.0,1.0,19.163166939234944,100.0,43.41421685746446
The Matrix Reloaded,2003,281553689,457023240.0,738576929.0,91774413.0,3.78,150000000.0,6.5,R,138.0,Action,Animation/Live Action,Science Fiction,Warner Bros.,,https://www.the-numbers.com/movie/Matrix-Reloaded-The#tab=summary,tt0234215,https://image.tmdb.org/t/p/w300_and_h450_bestv2//aA5qHS0FbSXO8PxcxUIHbDrJyuh.jpg,"[{'name': 'The Matrix Revolutions', 'link': 'The Matrix Revolutions^2003', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//cm14gG8xBghwIAy1GX0ryI2HA4U.jpg'}, {'name': 'The Matrix', 'link': 'The Matrix^1999', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg'}, {'name': 'Kung Fu Panda 3', 'link': 'Kung Fu Panda 3^2016', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//nlr2oxuYsHXt0wdtmzaOuVBoNC0.jpg'}, {'name': 'Elysium', 'link': 'Elysium^2013', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//6hVMt55kzUHvxnc5lduqXyMh8VP.jpg'}, {'name': 'Alita: Battle Angel', 'link': 'Alita: Battle Angel^2019', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//xRWht48C2V8XNfzvPehyClOvDni.jpg'}]",588576929.0,1.0,23.066058729740753,100.0,46.14624111081852
"The Twilight Saga: Breaking Dawn, Part 1",2011,281287133,408132918.0,689420051.0,138122261.0,3.78,127500000.0,6.1,PG-13,117.0,Drama,Live Action,Fantasy,Temple Hill Entertainment,"In The Twilight Saga: Breaking Dawn - Part 1, Bella and Edward, plus those they love, must deal with the chain of consequences brought on by their ornate nuptials, a romantic honeymoon, and the tumultuous birth of their child... which brings an unforeseen and shocking development for Jacob Black.",https://www.the-numbers.com/movie/Twilight-Saga-Breaking-Dawn-Part-1-The#tab=summary,tt1324999,https://image.tmdb.org/t/p/w300_and_h450_bestv2//dSSzv6JrlwS48pBeTNSswLJXOYF.jpg,"[{'name': 'Van Helsing', 'link': 'Van Helsing^2004', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//5PamJJJH1lvMMWvDLLohEQuGbg6.jpg'}, {'name': 'The Twilight Saga: New Moon', 'link': 'The Twilight Saga: New Moon^2009', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//j5jM5pq78ObAXX1WhTsb115EkLl.jpg'}, {'name': 'The Twilight Saga: Eclipse', 'link': 'The Twilight Saga: Eclipse^2010', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//sOpCY4by0bkEu9LbVXVCOpWWKzF.jpg'}, {'name': 'The Revenant', 'link': 'The Revenant^2015', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//tSaBkriE7TpbjFoQUFXuikoz0dF.jpg'}, {'name': 'Twilight', 'link': 'Twilight^2008', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//3Rr0cXFjJ7GVvtaQKmFSMXHG9yr.jpg'}]",561920051.0,1.0,22.021387959949955,100.0,45.41497157196497
Meet the Fockers,2004,279167575,237400000.0,516567575.0,46120980.0,3.78,60000000.0,8.4,,,,,,,,https://www.the-numbers.com/movie/Meet-the-Fockers#tab=summary,tt0290002,https://image.tmdb.org/t/p/w300_and_h450_bestv2//yr63jamc8NuEXUNQPX1fyjoEF2Q.jpg,"[{'name': 'Mary Poppins', 'link': 'Mary Poppins^1964', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//ei8hhYCMfURfPOXKBnyl61be2iV.jpg'}, {'name': 'The Croods', 'link': 'The Croods^2013', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//27zvjVOtOi5ped1HSlJKNsKXkFH.jpg'}, {'name': 'Mary Poppins Returns', 'link': 'Mary Poppins Returns^2018', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//uTVGku4LibMGyKgQvjBtv3OYfAX.jpg'}, {'name': 'Inside Out', 'link': 'Inside Out^2015', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//lRHE0vzf3oYJrhbsHXjIkF4Tl5A.jpg'}, {'name': 'Despicable Me 2', 'link': 'Despicable Me 2^2013', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//zhNirNChLkDv9YCEStn857h7BoI.jpg'}]",456567575.0,1.0,17.892672954303507,100.0,42.52487106801245
The Hangover,2009,277322503,188441583.0,465764086.0,44979319.0,3.78,35000000.0,10.1,R,100.0,Comedy,Live Action,Contemporary Fiction,Warner Bros.,,https://www.the-numbers.com/movie/Hangover-The#tab=summary,tt1119646,https://image.tmdb.org/t/p/w300_and_h450_bestv2//uluhlXubGu1VxU63X9VHCLWDAYP.jpg,"[{'name': 'Scary Movie', 'link': 'Scary Movie^2000', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//lRQiJXETkCnVVurHmglNvMXrZOx.jpg'}]",430764086.0,1.0,16.881446106323843,100.0,41.81701227442669
Gravity,2013,274092705,419605968.0,693698673.0,55785112.0,3.78,110000000.0,9.2,PG-13,91.0,Thriller/Suspense,Live Action,Contemporary Fiction,Warner Bros.,"Dr. Ryan Stone is a brilliant medical engineer on her first shuttle mission, with veteran astronaut Matt Kowalski in command. But on a seemingly routine mission, disaster strikes. The shuttle is destroyed, leaving Stone and Kowalski completely alone—tethered to nothing but each other and spiraling out into the blackness. The deafening silence tells them they have lost any link to Earth... and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",https://www.the-numbers.com/movie/Gravity#tab=summary,tt1454468,https://image.tmdb.org/t/p/w300_and_h450_bestv2//nGdGlz45Vt2dJiX2AljerQDSwIM.jpg,"[{'name': 'Interstellar', 'link': 'Interstellar^2014', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//gEU2QniE6E77NI6lCU6MxlNBvIx.jpg'}, {'name': 'The Martian', 'link': 'The Martian^2015', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//5BHuvQ6p9kfc091Z8RiFNhCwL4b.jpg'}, {'name': 'Deep Impact', 'link': 'Deep Impact^1998', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//a3vQS7JKqlOb3MdVJHuTCP9s7Mg.jpg'}, {'name': 'Passengers', 'link': 'Passengers^2016', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//n5DpXC4ZxH4dnydcz7qav9iA4U.jpg'}, {'name': 'Star Trek', 'link': 'Star Trek^2009', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//hN2ZtF3Uw6mhIHZiqL0SKzELtKn.jpg'}]",583698673.0,1.0,22.874882124184897,100.0,46.01241748692942
Sing,2016,270329045,364125744.0,634454789.0,35258145.0,3.78,75000000.0,7.0,PG,108.0,Adventure,Digital Animation,Kids Fiction,Illumination Entertainment,"Set in a world like ours but entirely inhabited by animals, Buster Moon, a dapper koala who presides over a once-grand theater that has fallen on hard times.  Buster is an eternal—some might even say delusional—optimist who loves his theater above all and will do anything to preserve it.  Now faced with the crumbling of his life's ambition, he has one final chance to restore his fading jewel to its former glory by producing the world's greatest singing competition. Five lead contestants emerge: Mike, a mouse who croons as smoothly as he cons; Meena, a timid teenage elephant with an enormous case of stage fright; Rosita, an overtaxed mother run ragged tending a litter of 25 piglets; Johnny, a young gangster gorilla looking to break free of his family's felonies; and Ash, a punk-rock porcupine struggling to shed her arrogant boyfriend and go solo. Each arrives under Buster's marquee believing that this is their shot to change the course of their life.  And as Buster coaches each of his contestants closer and closer to the grand finale, he starts to learn that maybe the theater isn't the only thing that is in need of saving.",https://www.the-numbers.com/movie/Sing-(2016)#tab=summary,tt3470600,https://image.tmdb.org/t/p/w300_and_h450_bestv2//lW0kUtXTOVlHTVhDO2VzNBACAHX.jpg,"[{'name': 'Cars 3', 'link': 'Cars 3^2017', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//fyy1nDC8wm553FCiBDojkJmKLCs.jpg'}, {'name': 'Happy Feet', 'link': 'Happy Feet^2006', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//za41IHkj6LnkilfTzv5B2qmthKD.jpg'}, {'name': 'Alvin and the Chipmunks: The Road Chip', 'link': 'Alvin and the Chipmunks: The Road Chip^2015', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//w28T1UfscIYUl9V8yLugdoJg5Z6.jpg'}]",559454789.0,1.0,21.9247754777502,100.0,45.347342834425135
Monsters University,2013,268488329,475100000.0,743588329.0,82429469.0,3.78,200000000.0,6.2,G,102.0,Adventure,Digital Animation,Kids Fiction,Disney-Pixar,"Ever since college-bound Mike Wazowski was a little monster, he has dreamed of becoming a professional Scarer - and he knows better than anyone that the best Scarers come from Monsters University (MU). But during his first semester at MU, Mike's plans are derailed when he crosses pathswith hotshot MU legacy James P. Sullivan, ""Sulley"", a natural-born Scarer. The pair's out-of-control competitive spirit gets them both kicked out of the University's elite Scare Program. To make matters worse, they realize they will have to work together, along with an odd bunch of misfit monsters, if they ever hope to make things right. ",https://www.the-numbers.com/movie/Monsters-University#tab=summary,tt1453405,https://image.tmdb.org/t/p/w300_and_h450_bestv2//y7thwJ7z5Bplv6vwl6RI0yteaDD.jpg,"[{'name': 'Monsters, Inc.', 'link': 'Monsters, Inc.^2001', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//sgheSKxZkttIe8ONsf2sWXPgip3.jpg'}, {'name': 'Cars', 'link': 'Cars^2006', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//qa6HCwP4Z15l3hpsASz3auugEW6.jpg'}, {'name': 'Pinocchio', 'link': 'Pinocchio^1940', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//gN1dQBHi4557cFduIu9njOr6knW.jpg'}, {'name': 'Big Hero 6', 'link': 'Big Hero 6^2014', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//xozrGME58olN1xBhtxmjpOoY0jH.jpg'}, {'name': 'Toy Story 4', 'link': 'Toy Story 4^2019', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg'}]",543588329.0,1.0,21.30297621896022,100.0,44.91208335327215
Shrek,2001,267655011,224157783.0,491812794.0,42347760.0,3.78,50000000.0,10.8,PG,90.0,Adventure,Digital Animation,Kids Fiction,DreamWorks Animation,,https://www.the-numbers.com/movie/Shrek#tab=summary,tt0126029,https://image.tmdb.org/t/p/w300_and_h450_bestv2//iB64vpL3dIObOtMZgX3RqdVdQDc.jpg,"[{'name': 'Shrek 2', 'link': 'Shrek 2^2004', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//2yYP0PQjG8zVqturh1BAqu2Tixl.jpg'}, {'name': 'Into the Woods', 'link': 'Into the Woods^2014', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//k37bYqOUWMqhrfzmR8Mk9sy2jxH.jpg'}, {'name': 'Kung Fu Panda 3', 'link': 'Kung Fu Panda 3^2016', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//nlr2oxuYsHXt0wdtmzaOuVBoNC0.jpg'}, {'name': 'Tangled', 'link': 'Tangled^2010', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//1uPxRO0iYwW02lzwatRhkugWBYs.jpg'}, {'name': 'Cinderella', 'link': 'Cinderella^2015', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//iH4C837ZWm8IYqULL3PWyGKVtqY.jpg'}]",441812794.0,1.0,17.31443988344785,100.0,42.120107918413495
Despicable Me 3,2017,264624300,770078722.0,1034703022.0,72434025.0,3.78,75000000.0,7.8,PG,90.0,Adventure,Digital Animation,Kids Fiction,Universal Pictures,"Balthazar Bratt, a former child star who's grown up to become obsessed with the character he played in the xc3xa2xc2x80xc2x9880s, proves to be Gru's most formidable nemesis to date.  ",https://www.the-numbers.com/movie/Despicable-Me-3#tab=summary,tt3469046,https://image.tmdb.org/t/p/w300_and_h450_bestv2//6t3YWl7hrr88lCEFlGVqW5yV99R.jpg,"[{'name': 'Despicable Me 2', 'link': 'Despicable Me 2^2013', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//zhNirNChLkDv9YCEStn857h7BoI.jpg'}, {'name': 'Iron Man', 'link': 'Iron Man^2008', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//78lPtwv72eTNqFW9COBYI0dWDJa.jpg'}, {'name': 'Power Rangers', 'link': 'Power Rangers^2017', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//iRAZIEgfB9N0BObV0QI61Nxh92h.jpg'}, {'name': 'Avengers: Age of Ultron', 'link': 'Avengers: Age of Ultron^2015', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg'}, {'name': 'Epic', 'link': 'Epic^2013', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//rdi6MYgAhLlgomEERtmYtrH8ItY.jpg'}]",959703022.0,1.0,37.61031936160325,100.0,56.32722355312228
Harry Potter and the Chamber of Secrets,2002,262233381,616991754.0,879225135.0,88357488.0,3.78,100000000.0,8.5,PG,161.0,Adventure,Animation/Live Action,Fantasy,Warner Bros.,,https://www.the-numbers.com/movie/Harry-Potter-and-the-Chamber-of-Secrets#tab=summary,tt0295297,https://image.tmdb.org/t/p/w300_and_h450_bestv2//sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,"[{'name': 'Harry Potter and the Order of the Phoenix', 'link': 'Harry Potter and the Order of the Phoenix^2007', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//g6n8G0xPnBVUIKKK41sNmbZB5h4.jpg'}, {'name': 'Harry Potter and the Prisoner of Azkaban', 'link': 'Harry Potter and the Prisoner of Azkaban^2004', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//uDQibffYgssdiqx7izO57wdLc6.jpg'}, {'name': 'Harry Potter and the Goblet of Fire', 'link': 'Harry Potter and the Goblet of Fire^2005', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg'}, {'name': 'Harry Potter and the Half-Blood Prince', 'link': 'Harry Potter and the Half-Blood Prince^2009', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//Ag21otqbeynZPGjEbzyr3X5Us0j.jpg'}, {'name': 'Oz the Great and Powerful', 'link': 'Oz the Great and Powerful^2013', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//7lBgN59T5m1DaC9XcLkHOXdK9ax.jpg'}]",779225135.0,1.0,30.537474104086343,100.0,51.37623187286044
The Amazing Spider-Man,2012,262030663,495859604.0,757890267.0,62004688.0,3.78,220000000.0,5.2,PG-13,136.0,Adventure,Live Action,Super Hero,Columbia Pictures,"The Amazing Spider-Man is the story of Peter Parker, an outcast high schooler who was abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. Peter is also finding his way with his first high school crush, Gwen Stacy, and together, they struggle with love, commitment, and secrets. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance xc3xa2xc2x80xc2x93 leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter-ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",https://www.the-numbers.com/movie/Amazing-Spider-Man-The#tab=summary,tt0948470,https://image.tmdb.org/t/p/w300_and_h450_bestv2//jIfkQNARYyERqRAq1p1c8xgePp4.jpg,"[{'name': 'Batman Begins', 'link': 'Batman Begins^2005', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//8RW2runSEc34IwKN2D1aPcJd2UL.jpg'}, {'name': 'Logan', 'link': 'Logan^2017', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//fnbjcRDYn6YviCcePDnGdyAkYsB.jpg'}, {'name': 'Batman v Superman: Dawn of Justice', 'link': 'Batman v Superman: Dawn of Justice^2016', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//5UsK3grJvtQrtzEgqNlDljJW96w.jpg'}, {'name': 'The Dark Knight', 'link': 'The Dark Knight^2008', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//qJ2tW6WMUDux911r6m7haRef0WH.jpg'}, {'name': 'Man of Steel', 'link': 'Man of Steel^2013', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//7rIPjn5TUK04O25ZkMyHrGNPgLx.jpg'}]",537890267.0,1.0,21.0796717938938,100.0,44.75577025572566
The Incredibles,2004,261441092,370000000.0,631441092.0,70467623.0,3.78,92000000.0,8.3,PG,115.0,Adventure,Digital Animation,Kids Fiction,Walt Disney Pictures,"Known to the world as superheroes Mr. Incredible and Elastigirl, Bob Parr and his wife Helen were among the world's greatest crime fighters, saving lives and battling evil on a daily basis. Fifteen years later, they have been forced to adopt civilian identities and retreat to the suburbs to live 'normal' lives with their three kids, Violet, Dash and Jack-Jack. Itching to get back into action, Bob gets his chance when a mysterious communication summons him to a remote island for a top secret assignment.",https://www.the-numbers.com/movie/Incredibles-The#tab=summary,tt0317705,https://image.tmdb.org/t/p/w300_and_h450_bestv2//2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,"[{'name': 'Wonder Woman', 'link': 'Wonder Woman^2017', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//gfJGlDaHuWimErCr5Ql0I8x9QSy.jpg'}, {'name': 'Man of Steel', 'link': 'Man of Steel^2013', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//7rIPjn5TUK04O25ZkMyHrGNPgLx.jpg'}, {'name': 'X-Men: Apocalypse', 'link': 'X-Men: Apocalypse^2016', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//2mtQwJKVKQrZgTz49Dizb25eOQQ.jpg'}, {'name': 'Superman Returns', 'link': 'Superman Returns^2006', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//6ZYOpyhFZrAQIe1BuhqVgzfAdGZ.jpg'}, {'name': 'Green Lantern', 'link': 'Green Lantern^2011', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//fj21HwUprqjjwTdkKC1XZurRSpV.jpg'}]",539441092.0,1.0,21.140447911283122,100.0,44.79831353789818
How the Grinch Stole Christmas,2000,260044825,85096578.0,345141403.0,55820330.0,3.78,123000000.0,8.5,PG,105.0,Adventure,Live Action,Kids Fiction,Universal Pictures,,https://www.the-numbers.com/movie/How-the-Grinch-Stole-Christmas-(2000)#tab=summary,tt0170016,https://image.tmdb.org/t/p/w300_and_h450_bestv2//qYYIxgm9qxz1Fvu6mA6gKs9iLZC.jpg,"[{'name': 'The Santa Clause', 'link': 'The Santa Clause^1994', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//vFICXiQdnugVYPz7vf3Us7Gx8q5.jpg'}, {'name': 'The Santa Clause 2', 'link': 'The Santa Clause 2^2002', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//g8snUzCS8JhRAzAxZUCAktEGU7d.jpg'}, {'name': 'Batman Returns', 'link': 'Batman Returns^1992', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//jKBjeXM7iBBV9UkUcOXx3m7FSHY.jpg'}, {'name': 'Gremlins', 'link': 'Gremlins^1984', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//72Y1X9pMSjXQ7mKB6pBEoMhL0OQ.jpg'}]",222141403.0,1.0,8.7056192579798,100.0,36.09393348058586
Jaws,1975,260000000,210700000.0,470700000.0,7790627.0,3.78,12000000.0,4.2,PG,124.0,Horror,Live Action,Contemporary Fiction,Universal Pictures,,https://www.the-numbers.com/movie/Jaws#tab=summary,tt0073195,https://image.tmdb.org/t/p/w300_and_h450_bestv2//s2xcqSFfT6F7ZXHxowjxfG0yisT.jpg,"[{'name': 'Jaws 2', 'link': 'Jaws 2^1978', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//cN3ijEwsn4kBaRuHfcJpAQJbeWe.jpg'}, {'name': 'The Meg', 'link': 'The Meg^2018', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//xqECHNvzbDL5I3iiOVUkVPJMSbc.jpg'}, {'name': 'Harry Potter and the Goblet of Fire', 'link': 'Harry Potter and the Goblet of Fire^2005', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg'}, {'name': 'Divergent', 'link': 'Divergent^2014', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//lmIh6aeCQXA4sLt58l6qB1o54BE.jpg'}, {'name': 'Maze Runner: The Scorch Trials', 'link': 'Maze Runner: The Scorch Trials^2015', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//mYw7ZyejqSCPFlrT2jHZOESZDU3.jpg'}]",458700000.0,1.0,17.976241707788862,100.0,42.58336919545221
